Çağrı No;Açılış Tarihi;Açan Birim;Birim/Şube;Servis;Ekran;Durum;2. Seviye Kullanıcı Destek Çözen/Yönlendiren;Atanan TM;Çözüm Kodu;Çözüm Tarihi
135759784;11.09.2025 15:17;Diyarbakır Şubesi;Şube;Ticari Krediler Servisi;Ticari Krediler Kullandırım;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 09:34
135762131;11.09.2025 15:24;İskilip Şubesi;Şube;Kredi Kartları Yönetimi Servisi;Ekspress Tarım Kart Tanımla;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:22
135762185;11.09.2025 15:29;Nevşehir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 17:40
135764395;11.09.2025 15:36;Çarşı Adapazarı Şubesi;Şube;Kredi Kartları Yönetimi Servisi;Ticari Kredi Kartı Başvurusu Yap(TFGK);Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:09
135766129;11.09.2025 15:31;Kartepe Kocaeli Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Firma Kredi Teklif İşlemleri;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;11.09.2025 17:37
135766268;11.09.2025 15:34;Başvuru ve Ürün Güvenliği Müdürlüğü;Birim;Doküman Yönetimi Servisi;;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 17:43
135766621;11.09.2025 15:32;Başvuru ve Ürün Güvenliği Müdürlüğü;Birim;Para Transferleri Servisi;Hesap Hareketleri;Çözüldü/Kapalı;Tuğba;UPY.Doküman Yönetimi;Planlı Çalışma;12.09.2025 09:29
135767602;11.09.2025 15:36;Adana/Yüreğir Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 16:05
135767999;11.09.2025 15:36;Değirmendere/Trabzon Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;11.09.2025 16:09
135768915;11.09.2025 15:38;Şanlıurfa Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Teminat Listeleme;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 16:28
135775810;11.09.2025 15:42;Bingöl Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 16:48
135777096;11.09.2025 15:50;İzmit Ticari Şubesi;Şube;Dış İşlemler Servisi;İhracat Bedelleri Gümrük Beyannamesi Eşleştir;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 17:08
135777333;11.09.2025 15:48;Kart Başvuru Yönetim Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Ticari Kredi Kartı Başvurusu Yap (TFGK);Çözüldü/Kapalı;Akif;UÖS.Kart Başvuru ve Limit Yönetimi;İletişim Kaynaklı;11.09.2025 16:55
135777528;11.09.2025 15:47;Ankara Ankes Yönetimi Müdürlüğü;Birim;Ankes Servisi;Kasa Defteri Parametre Yönetimi;Aktarıldı;Emre;UMİ.Muhasebe;;
135779995;11.09.2025 15:54;Abidinpaşa Adana Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;11.09.2025 17:08
135782988;11.09.2025 15:56;Nakit Yönetimi Pazarlama Müdürlüğü;Birim;Bireysel Krediler Servisi;Bireysel Vinov Limit Sorgula;Çözüldü/Kapalı;Burak;UAC.Internet Bankaciligi;Genel Sorun/İş Birimi Kaynaklı;15.09.2025 17:44
135785337;11.09.2025 15:59;Eyüpsultan Topçular İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Firma Kredi Teklif İşlemleri;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 17:19
135785507;11.09.2025 15:58;Manisa Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;11.09.2025 16:30
135786341;11.09.2025 16:05;Marmara Bölge Kredi Yapılandırma ve Risk Tasfiye Müdürlüğü;Birim;Doküman Yönetimi Servisi;Tebligat Gönder;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 16:28
135787344;11.09.2025 16:04;Kırıkkale Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:14
135788425;11.09.2025 16:06;Levent Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Listele;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:08
135789591;11.09.2025 16:10;Ege Bölge Kredi Yapılandırma ve Risk Tasfiye Müdürlüğü;Birim;Doküman Yönetimi Servisi;Tebligat Giriş;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;11.09.2025 17:46
135791466;11.09.2025 16:14;Balçova Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:30
135791749;11.09.2025 16:12;Bilgi Sistemleri İç Kontrol Müdürlüğü;Birim;Teftiş Uygulamaları Servisi;İç Kontrol Raporu Güncelle;Çözüldü/Kapalı;İbrahim;UMİ.İnsan Kaynakları Yönetimi;Kullanıcı Hatası/Bilgi Eksikliği;19.09.2025 17:43
135791866;11.09.2025 16:15;Kocaeli Bölge Finansal Değerlendirme Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;12.09.2025 10:59
135791877;11.09.2025 16:15;Kart Başvuru Yönetim Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Asıl Kredi Kartı Başvuru;Aktarıldı;Akif;UÖS.Kart Başvuru ve Limit Yönetimi;;
135793747;11.09.2025 16:15;Atatürk Bulvarı Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Perakende Finansalsız Başvuru Yap;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;11.09.2025 17:14
135793864;11.09.2025 16:18;Ankara Bölge Kredi Yapılandırma ve Risk Tasfiye Müdürlüğü;Birim;Doküman Yönetimi Servisi;Tebligat Giriş;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;11.09.2025 16:29
135795345;11.09.2025 16:19;Şemikler-İzmir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kart/KMH/DBS/BTS/Çek/VINOV Limitlendir;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 12:21
135796264;11.09.2025 16:21;Kredi İzleme Süreçleri Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Burak;UTK.Tahsis;Geçici/Alternatif Çözüm;19.09.2025 11:38
135797427;11.09.2025 16:22;Kredi İzleme Süreçleri Müdürlüğü;Birim;Skorlama Servisi;Skor Talep Girişi;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;15.09.2025 16:54
135799771;11.09.2025 16:23;Satın Alma Müdürlüğü;Birim;Kurumsal Kaynak Planlama Servisi;Satın Alma Talep Formu Giriş ve Güncelleme;Çözüldü/Kapalı;Emre;UMİ.Kurumsal Kaynak Planlaması;Planlı Çalışma;12.09.2025 10:36
135800866;11.09.2025 16:26;Afyon Organize Sanayi Şubesi;Şube;Para Transferleri Servisi;Ek Hesap Ekstre Tanımı;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:14
135800896;11.09.2025 16:27;Ege 2. Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Kullanılabilir Limit Simülasyon;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 16:48
135802283;11.09.2025 16:31;Lojistik Yönetimi Müdürlüğü;Birim;Doküman Yönetimi Servisi;Muhaberat Evrak Kaydı Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:53
135803444;11.09.2025 16:31;Kocaeli Bölge Krediler Müdürlüğü;Birim;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;11.09.2025 18:23
135803973;11.09.2025 16:30;Küçükyalı İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kayıt iptal edildi;11.09.2025 16:38
135808745;11.09.2025 16:40;Hukuk İşleri İzleme ve Değerlendirme Müdürlüğü;Birim;Takip Servisi;Takip Süreç Listesi;Çözüldü/Kapalı;Emre;UİT.Yasal Takip;Veri Güncelleme ile Çözüldü;15.09.2025 11:47
135810873;11.09.2025 16:44;Afşin Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 17:21
135811171;11.09.2025 16:41;Midyat/Mardin Şubesi;Şube;İnternet Bankacılığı Servisi;Mobil Bankacılık İşlemleri;Çözüldü/Kapalı;Burak;UAC.Internet Bankaciligi;Genel Sorun/EBİS Kaynaklı;15.09.2025 09:20
135811257;11.09.2025 16:45;Kadirli Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Güncelleme Talebi Giriş;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:25
135812190;11.09.2025 16:47;Şırnak Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:08
135814332;11.09.2025 16:49;Kemer Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:31
135814361;11.09.2025 16:50;Mali Operasyon Müdürlüğü;Birim;Kurumsal Kaynak Planlama Servisi;Ödeme Talimatı Girişi;Çözüldü/Kapalı;Burak;UMİ.Kurumsal Kaynak Planlaması;Geçici/Alternatif Çözüm;19.09.2025 10:39
135815156;11.09.2025 16:51;Kartlı Sistemler Müşteri Hizmetleri Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Kredi Kartı Detay Listesi;Çözüldü/Kapalı;Emre;UÖS.Kart Başvuru ve Limit Yönetimi;Genel Sorun/EBİS Kaynaklı;11.09.2025 17:33
135817091;11.09.2025 16:57;Atikop/Adana Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:18
135818224;11.09.2025 16:55;Dijital Bankacılık Müdürlüğü;Birim;Mobil Bankacılık Servisi;;Çözüldü/Kapalı;Tuğba;UPY.CRM ve Bildirim Yönetimi;Planlı Çalışma;16.09.2025 13:50
135818228;11.09.2025 16:55;Eğirdir Şubesi;Şube;Skorlama Servisi;Ticari Otomatik İstihbarat Yap TKD;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 17:28
135822092;11.09.2025 17:03;Risk Planlama ve İzleme Müdürlüğü 1;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;UTK.Tahsis;Geçici/Alternatif Çözüm;18.09.2025 15:49
135822755;11.09.2025 17:09;Gıda Sitesi Şubesi;Şube;Müşteri Hizmet ve Bilgi Servisi;Müşteri Güncelle;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;11.09.2025 17:45
135822886;11.09.2025 17:06;Bulancak Şubesi;Şube;Muhasebe Servisi;Skont Bakiye;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;12.09.2025 16:58
135823574;11.09.2025 17:10;Çukurova Bölge Kredi Yapılandırma ve Risk Tasfiye Müdürlüğü;Birim;Doküman Yönetimi Servisi;Tebligat Giriş;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:22
135833738;11.09.2025 17:26;İskenderun Ticari Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 17:39
135835246;11.09.2025 17:28;Silivri Şubesi;Şube;Banka Sigortacılığı Servisi;Poliçe İptal;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:23
135836283;11.09.2025 17:32;Dijital Bankacılık Müdürlüğü;Birim;Mobil Bankacılık Servisi;;Çözüldü/Kapalı;Burak;UMP.Yatırım;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 12:21
135838411;11.09.2025 17:31;Çukurambar Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:33
135841225;11.09.2025 17:38;Müşteri İletişim Merkezi Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Asıl Kredi Kartı Başvuru;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;11.09.2025 17:47
135846636;11.09.2025 17:41;Milas Şubesi;Şube;Ticari Krediler Servisi;Limit Risk Eşleştir;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;15.09.2025 14:24
135850899;11.09.2025 17:44;Fethiye Şubesi;Şube;Müşteri Hizmet ve Bilgi Servisi;Tüzel Müşteri Tanımı;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 17:59
135851297;11.09.2025 17:45;Erzincan Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Limit Risk Eşleştir;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:18
135854698;11.09.2025 17:50;Kırkağaç Manisa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:11
135856410;11.09.2025 17:53;Hadımköy Yolu Esenyurt İstanbul Şubesi;Şube;Çek-Senet Servisi;Çek Bordro Giriş;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;15.09.2025 16:41
135856738;11.09.2025 17:55;Eyüpsultan Topçular İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 17:36
135856789;11.09.2025 18:01;Halkalı Meydan İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Grup Kredi Teklif İşlemleri;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;15.09.2025 11:37
135857065;11.09.2025 17:58;Kemer Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:58
135857339;11.09.2025 17:56;Feriköy İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;11.09.2025 18:06
135857359;11.09.2025 17:58;Reşatbey/Adana Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;11.09.2025 18:50
135858133;11.09.2025 18:02;Teftiş Kurulu Başkanlığı;Şube;Kredi Tahsis Yönetimi Servisi;Kredi Başvuruları Listele;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:27
135858596;11.09.2025 18:07;Dörtyol Şubesi;Şube;Çek-Senet Servisi;Çek Karne Mutabakat Yap;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 16:16
135859898;11.09.2025 18:06;Kayseri Organize Sanayi Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kullanılabilir Limit Simülasyonu;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;16.09.2025 10:07
135862420;11.09.2025 18:22;Korkuteli Antalya Şubesi;Şube;CRM Servisi;SKY KOBİ Müşterileri Listesi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:01
135952961;12.09.2025 08:57;Çevreyolu Malatya Şubesi;Şube;Masaüstü Cihazları ve Yazılımları Destek Servisi;;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:06
135953340;12.09.2025 08:58;Samsun Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kart/KMH/DBS/BTS/Çek/VINOV Limitlendir;Aktarıldı;Serkan;UÖS.Kart Başvuru ve Limit Yönetimi;;
135954663;12.09.2025 09:07;Kızılırmak Sivas Şubesi;Şube;Kredi İzleme Servisi;Aksama Listesi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 15:23
135956010;12.09.2025 09:04;Gaziantep Adliye Şubesi;Şube;Kredi Kartları Yönetimi Servisi;Kredi Kartı SMS İle Şifre Gönder;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:55
135961002;12.09.2025 09:16;Çankaya Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;15.09.2025 10:35
135962168;12.09.2025 09:17;Üçevler / Bursa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Listele;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:54
135962169;12.09.2025 09:17;Mudanya Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:21
135965129;12.09.2025 09:28;Hürriyet Tekirdağ Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;12.09.2025 15:23
135965135;12.09.2025 09:29;Demokrasi Bulvarı Manavgat Antalya Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:39
135966984;12.09.2025 09:30;Toros/Adana Şubesi;Şube;Çek-Senet Servisi;Çek Bordro Detay Ara;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;15.09.2025 08:56
135969363;12.09.2025 09:34;Gaziemir İzmir Şubesi;Şube;Kredi İzleme Servisi;Aksama Listesi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 15:25
135970563;12.09.2025 09:37;Beşevler Bursa Şubesi;Şube;Uygulama Altyapı Servisi;İş Akışı;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;12.09.2025 10:13
135971902;12.09.2025 09:36;Kadirli Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:55
135973362;12.09.2025 09:40;Atabulvarı Bursa Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 09:57
135974608;12.09.2025 09:39;Kavaklıdere Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Teminat Mektubu Çıkış ;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:48
135974708;12.09.2025 09:40;Sahrayı Cedit İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;12.09.2025 18:00
135978883;12.09.2025 09:53;Başkent Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;12.09.2025 20:57
135979186;12.09.2025 09:56;Basınekspres Yolu İstanbul Şubesi;Şube;Kredi İzleme Servisi;TKD Aksiyon Detay Görüntüle;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:12
135979188;12.09.2025 09:56;Tüccarbaşı Şubesi;Şube;Kurum Ödemeleri Servisi;Vinov Ödeme Kaydı Oluştur;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 20:53
135979910;12.09.2025 09:52;Sincan Organize Sanayi Ankara Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Teminat Listeleme;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:20
135980842;12.09.2025 09:54;Dijital Bankacılık Müdürlüğü;Birim;Müşteri Hizmet ve Bilgi Servisi;Tüzel Müşteri Listele;Aktarıldı;Akif;UDK.MobilUygulamalar2;;
135980912;12.09.2025 09:52;Meydan/Kahramanmaraş Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Firma Kredi Teklif İptali;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 13:59
135982588;12.09.2025 10:00;Mali Operasyon Müdürlüğü;Birim;Personel Uygulamaları Servisi;Personel Borç Öde;Çözüldü/Kapalı;Yavuz;UMİ.İnsan Kaynakları Yönetimi;İş Birimleri ile İlgili/İş Kuralı;16.09.2025 14:04
135982590;12.09.2025 10:00;Kırcami/Antalya Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:55
135983293;12.09.2025 10:05;Dörtyol Şubesi;Şube;CRM Servisi;Findeks Üyelik Başvurusu Yap;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 10:08
135987392;12.09.2025 10:07;Pendik Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Manuel Limit Conversion;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 13:50
135990422;12.09.2025 10:08;Samsun Organize Sanayi Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Vade Uzatımı;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:21
135993672;12.09.2025 10:18;Uşak Çarşı Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;12.09.2025 11:15
135993687;12.09.2025 10:18;Adana 1. Bölge Krediler Müdürlüğü;Birim;Skorlama Servisi;Müzekkere Listesi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;15.09.2025 15:43
135994766;12.09.2025 10:19;İstanbul Gayrettepe Şubesi;Şube;Kredi İzleme Servisi;TKD Aksiyon Detay Görüntüle;Çözüldü/Kapalı;Yavuz;UTK.Tahsis;Kullanıcı Hatası/Bilgi Eksikliği;18.09.2025 09:52
135996586;12.09.2025 10:22;Denizli Organize Sanayi Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Yapılandırma Kredi Listesi;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;12.09.2025 12:36
